Sep 2019,50,A fabulous find with luxurious Spa,"I knew I was staying in a small town in the Alps. But what I didn’t know was how the hotel not only had such spacious, relaxing and comfortable rooms with views of the mountains they also had the most beautiful SPA area I have ever seen or used and I’ve seen a lot of them.  Let’s start with the staff.  The desk clerk Jurgita went completely out of her way to make our stay one of the best on our tour of the Alps and Dolomites.  She spent time going over maps with us of the town, the area, and even plotted our trip to Milan as some roads had been closed.  We loved the restaurant she sent us to.   It was quaint and the food was fantastic.  The hotel was very clean.  It is quite modern but had that ski lodge feeling."
May 2019,50,Amazing hotel for Family and Adults !,"I never write reviews. But I have to for this one.This is amazing hotel. The best parts are: --Location  20 meters to ski lift. You can literally ski into ski room. You do not have to carry any of   your skis around. That makes massive difference if you have kids and you have to   help them with skis and boots. There is also a ski rental in hotel if you want.    I could wake up at 08:00 take the lift nr 18. , ski to Gondola, go all the way to top  and ski back in around 30-40 minutes. That is amazing.  It is also very close to shops, restaurants, church and bus stop.  Also Trauma Clinic is 100m away if you need it. (We did need it :-(  )--Staff  People that work in Lac Salin make you feel like you are part of one big family.  The Director took us for snow walking trip with wine and cheese (thank you Mauro).   He was very helpful when my wife broke her leg. He even offered some free SPA to keep her busy!--Food  Every day 5 star meal in the evening with full waiter service. I would highly   recommend half board !!--Spa and swimming pool.    There are 3 different saunas. And good size swimming pool.Most of the guest I have spoken to in the hotel have been coming back for years. Some of them 7, 10 or even 12 years!Enjoy!"
Apr 2019,40,Perfect hotel for ski,"I spent a 10 day stay in this superb hotel on the slopes.  Telesales and ski school are located next to the hotel.  Pretty large room, modernly furnished and comfortable.  From the balcony you can see the mountains and the ski slopes.  The hotel is located 10-12 minutes walk from the center.  The bus station is located 100 m from the hotel. Breakfast and dinner are of excellent quality.  good coffee.  the services are impeccable.  Spa area and swimming pool are at the highest standards.  The bar is a nicely decorated and have a goog area for smokers.This hotel deserves the note 10. I will come back with great pleasure."
Apr 2019,50,"Excellent, hidden gem","Stayed for four days for spring skiing. First time in the area and will be back both to the area and to the hotel. Superb place. Friendly staff, perfect location and excellent rooms: clean, well laid out. Great village and restaurants nearby if you want a break from hotel meals."
Mar 2019,50,Best hotel in Livigno,"This 4-star hotel has done almost everything right. Ski rental in the same building, a short walk to the ski lifts, friendly English speaking staff, great food, comfortable rooms, good cleaning. Don’t miss ordering a Martini in the bar.The only downside I can think of is that the hotel does not have a shuttle service to the slopes on the other side and that the hotel WiFi is somewhat slow."
Feb 2019,50,Perfect location for out ski holiday,"Myself and my husband stayed in the Lac Salin for our weeks ski holiday in January.  What can I say?  It was wonderful.After a long transfer, being met by very efficient reception staff and offered a welcome drink on arrival was a lovely start to our stay there.Due to booking through a tour company we were expecting our room to be of an adequate standard, it well exceeded our expectations.  The room was very spacious with fantastic views down the valley from a spacious balcony, which we didn't get to use because it was so cold.  The room was very clean with every thing you needed for your stay, tea and coffee refilled daily and a mini bar if you should so wish to use it.What can I say about the staff except they were all wonderful.  The waiters and waitresses in the restaurant were very efficient and polite.  The bar staff were great in particular Elia, he was very welcoming and very informative in particular about the gins.  The food in the hotel could not be faulted, it was fresh and very tasty.  The bar also had a very extensive cocktail menu.This hotel is definitely the best hotel we have ever stayed in on a skiing holiday and we would not hesitate to go back there.Exceptional sums the place up."
Jan 2019,50,great hotel ski in ski out,"thanks a lot for a wonderful stay at your hotel. hotel provides end to end one stop shop ski experience.very friendly & helpfull staff. wonderfull spa with many treatments. our car diesel froze in our last day and the manager came to our help immediately, called a tow truck and helped us resolved the problem immediately and even drove us to the garage for free. could not ask for a better experience...thanks a lot lac salin! will sure come back and recommend!!!"
Dec 2018,50,Perfect ski hotel !!! ,"This is perhaps the best hotel in Livigno, exceeded all our expectations, excellent position, ski out in the hotel, clean and comfortable rooms, very friendly staff, excellent food and diverse, spa and wellness perfect, I would especially like to thank the owner of the Fabia Hotel and manager Maura, this is definitely our choice and the next time we reach Livigno, thank you for having existed."
Aug 2018,50,Just loved it,"I might just have been lucky, but what a room, it had anything i could’ve wanted. It was a very pleasant stay. Kind and friendly staff that provided a great service. Fantastic location with view to the mountains and downtown Livigno. Great hotel restaurant."
Aug 2018,50,Spectacular,"We spent a fantastic week here, for skiing and relaxation. Nothing is too much trouble for the staff. The rooms are first rate and the ambiance is simply perfect. I have had 10 skiing holidays in Livigno, in a variety of hotels and first came to Lac Salin about 4 years back, nothing comes close, for all round perfection. Although the hotel is fairly new, it has lots of character. If you enjoy quality look no further. The leisure facilities are equally top class and to top it all off, we (me and the delightful Mrs) had a fantastic morning snowshoeing with the hotel guide, Fabio. We cannot wait to go back again."
Aug 2018,50,Outstanding!,"The hotel was booked via cycle tours. We stayed 3 nights, cycled to Sondrio and stayed again 3 nights. Nicola gave us excellent sugestions for race bike trips. Stelvio, Mortirolo....The hotel staff welcomed us warmly. The room with balcony was clean, spacious with a bathroom with bath and shower. The dinners were worth a Michellin star as for the breakfast! The waiters and waitresses were friendly, polite and serving. And there was more....a spa with swimming pool, sauna etc.etc. All clean, tastefully furnished. Our bicycles were safely locked. We enjoyed a perfect stay at Hotel Lac Salin. A place to return to."
Aug 2018,50,Great base for summer mountain hiking/biking in Livigno,"Great place, superb restaurant, large spa area with pool, saline bath, bubble baths,... Staff is very helpful and greatly contributes to make your stay an enjoyable one. Breakfast buffet as a choice for everybody, evening restaurant (we warmly recommend staying half-board) is offering an every day chaging menu of great italian food. Big garage where you can clean an store your bikes. Nothing to change, we will be back!"
Jul 2018,40,too expensive for the quality,you need bus to go skiing. It is too expensive and not such good for the money. Rooms are good and big and spa is good also except it is too fancy. I would prefer good italian food not such fancy  as at theese restorant
May 2018,50,Unsurpassed levels of hospitality,"Have never experienced the level of service, communication and warmth as we experienced at this hotel. The rooms are crisp and clean as often found in mountain resorts and there are two restaurants to choose from when dining here. Very light too although personally I found the mattress too hard. Next time I would ask for a top layer which would help.We were with a large group for the Ghiacciodromo (also amazing!) and with another party who also gave this hotel 7 stars! The food was prepared especially for the group dinners and I found the level to be better than when dining privately but there are plenty of food dining options in this charming Ski town resort.There is also a car park below the hotel and they have a Spa which we did not have the opportunity to try as we were away all day. When we next visit the ice track (about 20 minutes drive) we will definitely consider staying here.The hotel is very well situated for the town."
Mar 2018,50,Ski holiday 2018,"This was our seventh year at Lac Salin and it was as wonderful as ever!  The rooms, facilities (particularly the first class spa area) and food are excellent, but it is the friendly staff at this family run hotel that make the experience special.  We hope to return for many years to come!"
Mar 2018,50,Winter Ski,"Perfect hotel, perfect staff, perfect location for the ski. Simply PERFECT :) Room was cleaned 2x per day, location exelent, breakfast perfect and if you wanna go shopping you can take free bus or taxi just for 10,- Eur for a drive..."
Mar 2018,50,"Outstanding place that absolutely exceeds your expectations, hotel, where anything is possible","If you are looking for the best accommodation and stunning traveler experience, you should definitively stay in hotel Lac Salin. Either you are coming during winter or summertime, here in the heart of Livigno valley, you will find all you need. Enjoy the sun while drinking your coffee on the hotel terrace, situated directly on the slope which changes to bikers and tourist paths in summer. Relax in the spacious and cosy spa, where you can choose from salty massage pool, herbal bath, saunas and much more. Grab a tea and immerse yourself in the calming atmosphere in relaxing zone. Try the selection of delicious local as well as international culinary dish. The staff is always happy to recommend you the best wine that fits with your meal. Finish your dinner with fine desserts and don't forget to visit the bar, where you can listen to live music. If you are looking for extraordinary experience, join the hotel activities, such as yoga, fat, and e-bikes or explore the cross-country tracks. However, the place wouldn't be so special without the ''vibe'' it has. The effort, friendly and individual approach, that each employee treats you with. Even though there is anything to complain about, if you have any personal difficulties, there is always someone to immediately help you. We have visited hotel Lac Salin more than 10 times and we have to say, that there are improvements in services as well as in facilities every year. Improvements that leads to perfection. Iva, Blanka, Mirek"
Mar 2018,50,"perfect location, great service","We found the hotel just by the chance on internet and we were happy! Livigno is very long and that hotel has a super location as to the shopping, just walking distance, and for skiing. Just behind hotel there is a lift from which you can reach a new cabin-lift and go for all slopes. ANd back from skiing you wil just enter the door of ski room.Perfekt food, nice bar and very friendly and helpfull staff, especialy Giuseppe at the bar - if you need any advice or help, ask him! The whole area is perfeft for kids, nice slopes, wide, amazing."
Mar 2018,50,great location and great staff,"Excellent location , large and comfortable rooms  . Good breakfast and dinner , excellent wine list . Relaxing pool and SPA . All the staff make you feel at home . Overall an excellent stay . Will definitely be back next year"
Feb 2018,50,"Great service, great food and wine list (very fair prices)",Nicely located ski in / ski out. Not in the center of the city but 7 minutes away by taxi. Great service and our half board was perfect - good variation and very fair wine prices with an excellent wine list catering for all ...
Feb 2018,50,Lovely Stay,"I loved my stay at Lac Salin. The rooms were clean, spacious, very comfortable, and the amenities everything I could require. Great food in the hotel restaurant too. The spa in particular was lovely, especially the hydro pools. What really stood out for me was the service - very personal touch, friendly and accommodating, and that is what made it the perfect stay for me. The staff and management really made a huge effort to do what they could for guests. I would definitely stay here again!"
Jan 2018,50,Very nice hotel,"As a frequent traveller around the world I can only say that this hotel and the restaurant inside are really nice. Rooms are big, soundproof and the staff is dedicated. Regarding the restaurant, we booked half board for the 4 days and we had dinner like in a big restaurant. All the dinners were tasty and we choose some good wines at affordable prices. One thing to be ameliorated could be noise in the restaurant, but apart from this I can only recommend"
Jan 2018,50,Excellent location and service,Great location with direct access to the skiing area. The room was excellent with a great view to the mountains and the city. The personal was friendly and very service minded. Ski hire in the hotel was great
Jan 2018,50,"Great stay, great food, Great area for both skiing and in the summer time","Great hotel with great food, wellness area - and a fantastic weather for skiing. Also great in the summertime - the area offers so many possibilities.Nice service and a great atmosfare. However - the only thing is, that we where missing the former guide - Filippo !"
Jan 2018,20,Awful New Year dinner and food,"1. Rooms are clean.2. Location of the hotel is good.3. Speed of check-in and check-our was unacceptably low. Also the receptionist by mistake gave our passports to the other family that travelled with us. This was discovered only after my inquiry on a he passport issue. This is absolutely unacceptable. 4. New Year dinner was a complete disaster. We went to sleep absolutely hungry. Also we needed to order French fries and chicken for kids in addition to the New Year menu to feed them. As the result, the mood was spoiled. We regretted a lot, that our two families had to spend the New Year evening in Lac Salin.5. In general the quality of food in your hotel is bad. Surprisingly for Italy neither variety nor taste was good. Only one of every 3 dishes tasted good.6. The spa and water area is good. We enjoyed several visits there. What we didn’t like is that when we used the second lift in the rear of the hotel to come from the room to spa and back it was really cold there. Unacceptably cold as for people who are traveling with wet hair back to their rooms. Massage treatments were good.When we gave the hotel review, instead of apologizing and taking steps to improve the quality of service in the future, the hotel manager wrote that he disagrees with everything and blamed our kids for “spoiling the mood of other guests, as they were running around the restaurant”.To sum up: good location, bad food, spoiled New Year, narrow-minded, lazy and completely unprofessional management.If you stay there for skiing, do not buy their half board, as there are tens of good restaurants just around the corner."
Dec 2017,50,Exceptional!,"We spent the last week at the wonderful Hotel Lac Salin.We are beginner skiers and could not have chosen a better location. You can rent ski’s/ski equipment from the hotel. The ski school and baby slopes are 20m away. The hotel is clean, comfortable and the service incredible (the owner even carried our bags to the bus when we left!)The food was delicious with many options for vegetarians.The new spa opened whilst we were at the hotel. It has wonderful facilities (sauna, steam room, salt bath, jacuzzi, pool) that are perfect to ease your sore body after a day on the slopes.Our room was well equipped with a very comfortable bed and great linen and had stunning views of the slopes.We cannot wait to return!"
Dec 2017,50,Excellent service,"We stayed with our little family for the past five days. All the Lac Salin crew are very service-minded, helpful and caring for your pleasant holiday! Great breakfast and diners. We certainly come back!"
May 2017,40,Classic ski hotel .,"Rooms are huge , modern and comfortable and spa is with standard options .In the short it it classic ski hotel in mountain , which when you selected you will be not disappointed but also not surprised ."
Apr 2017,30,Safe choice but expensive during high season,"Rooms are spacious enough for 2 persons. Bed comfort is ok, but no pillow choice.Small tv, and very slow internet is a let down for a hotel of this standard. Streaming is nearly impossible.Bathroom : bath with shower and double sink. Toilet in bathroom. Between bathroom and bedroom is a glass wall... so  putting on the light at night wakes up the room. Bit strange...Spa is complete, swimming pool is noisy.Compact fitness.Restaurant : great breakfast, salad bar and dessertbar. The main courses are a lacking taste.Sun terras next to bar.Good ski cellar with service center.Staff and management is very friendly and helpfull : 10/10.Connection to carosello 3000 next to hotel, busses stop almost in Front of hotel.Prices are premium during season... which makes me quoting this as average."
Mar 2017,40,Great location!,Ski in and Ski out! (To the children's area)Good lunch.Great place for a coffee when you're kids are at ski school.To far from the city center for my taste.But a perfect spot if you have small children.
Mar 2017,50,TUTTO BENE!,"Location, location, location + big room with the super view, delicious food, amazing staff and great ski rental. Extremely helpful and sufficient reception (special thanks to Christina). Comfortable underground parking with self service car wash. The best ski hotel ever. It was our 3rd time in Lacsallin and plan to come back every winter."
Mar 2017,50,Very friendly staff and awesome hotel altogether,"I had a chance to visit this hotel twice within one month and both times I was impressed by the staff. Everyone is greeting you with a wide smile everywhere you go and it doesn't look that they are pushing it. They just look generally excited and feel that they care especially the manager himself. And I believe that's they key here as the manager has employed like-minded people. For example, I had to arrive at 8 PM but was running late and they called me to ask if everything is OK(you can check-in 24/7 and that's not an issue, they were just worried that I might get lost or something), if I need any guidance etc. I missed the dinner the day I arrived but they prepared some cold dish and left in my room. This is just one example but there were many occasions when staff goes above and beyond to help you. The hotel is children friendly but it comes with noise. So if you want to enjoy silence in pool, dinner, hallways or anywhere else this hotel might not be for you. I generally like this kind of noise since it makes everything more alive. Food is great, even a special menu for vegetarians (I am not one but it is good to know) which is something you don't see too often. SPA area is well maintained and it has everything you might want. One major drawback is Wi-Fi which is very, very unstable. First time I stayed I had a room on the side where I had a good cellular connection (prepaid TIM data card), so I used that instead but during the 2nd stay, cellular wasn't an option in my room which was a bit upsetting. Really hope that they can work out Wi-Fi problems but other than that I highly recommend this hotel to everyone."
Feb 2017,50,Great Hotel with superior service,"We stayed here for a week for ski vacation in February. Hotel is great, service is fantastic and the spa is beautiful. Rooms are modern and light and the staff is so helpful. The food is good, we had some great meals and some that was more average, but there are plenty of options for dinner.Extra thank you for the help we got when our son got sick during our stay, that's the kind of service that makes the difference between a good and a great hotel 👍"
Jan 2017,50,"6 stars, seriously!","We travel quite a lot both for business and pleasure, but have never ever, anywhere in the world come across a hotel experience like this one.The rooms are large, modern, up to date. The hotel offers a parking garage on premise at no additional cost.We had two different rooms (as we decided to extend our stay, and both had great views of the mountain and of Livigno.The hotel has ski in/ski out and a ski renting and service center as well.Admission to the spa (14 years minimum age) is included in the price and it is great (Steam bath, Finnish sauna, and herbal/aroma sauna), plus a decently sized pool with various massage jets and a jacuzzi where kids are allowed till 16:00.Housekeeping was great and included turndown-service at night.We had half-board, consisting of a generous buffet of starters followed by two main courses and a dessert buffet that varied every night. Breakfast too had everything you could wish for, in great quality (including an ""omelet""-station, juicer, etc. etc.). The hotel also has an other restaurant where we dined one night which was a super-cosy alpine-style ""stube"" and where the food was as good or better as in the half-board, and the servings were enormous. Both restaurants also had an excellent wine list So... all in all, it's a great hotel in a beautiful localtion, that in itself would make me rank it ""5 stars"" (despite their own rating of ****S), so why the title ""6 stars..."" on this review?Because of the people. Oh my God. Even in 5 star hotels in Asia we have never experienced such amazing service. EXCEPTIONALLY courteous and acutely attentive. When my wife needed medicine, the reception offered to go to he pharmacy for her!From day to day, they remembered your preferences and brought you what you needed before you'd even asked for it.I could go on and on, but I think you get my point :-)Although all staff was great, some stood out and deserves special applause: Dimitrios (greatest waiter we ever had), Andrea (second greatest ;-), Alessandro (restaurant manager(?) who was fast and everywhere and nothing escaped his attention), Daniele, Pasquale, everyone on the reception, and finally Mr. Bortolotti (hotel manager) whose personal attention, active participation everywhere and friendliness was second to none.I urge anybody visiting Livigno to do themselves a favor and stay at the Lac Salin.We will, when we return to this area!"
Jan 2017,50,New Year Celebration,"We stayed at Lac Salin for 3 nights, a family of 4 including two young children, and were lucky to celebrate the new year at this special place. Livigno is a beautiful town with great restaurants, friendly peope and every possible sport for every season.Lac Salin...This is not a 4 star hotel, it's a 10 star hotel. This is a true boutique hotel. Modern and convenient yet full of character and local ambience. Every detail is thought of and made to perfection. The staff is extremely professional, friendly, hard working and going out of their way to help in any possible way. No request is too much. Especially Daniele and the entire team at the restaurant with whom we spent three magical evenings. The new year GALA was really special.  The food is outstanding, beautiful, tasty and generous. The views of the snowy mountains from our balcony were great. and the fireworks at the snow. The Ski room, ski rental, SPA, everything is perfectly arranged and equiped according to the highest standards. Kids are very welcome. We felt at home. Will definitely come back. 3 days is not enough."
Dec 2016,50,1st family Xmas away - Prestige Room - ,"This was our first Xmas holiday so thought we'd try skiing and were beginners apart from my husband! It was amazing this hotel is directly on the slope for beginners and has easy access to the other slopes where you can catch the gondola or chair lift for many more challenges. We were travelling with Neilsen so helped us arrange lessons and equip hire etc so everything was on our doorstep! Ski Teachers were very patient and really good. The hotel and staff were amazing everything is perfect and they can't do enough for you. Definitely worth their 4+ stars. Felt very special to be a part of their extended family for this week and we will return! The prestige room was lovely and had enough room for the four of us. Our girls are 7 & 12. Bear in mind there are only around 5 English channels on the tv with no DVD player or sky box (as shown in pics) these English channels are all news! So bring already downloaded films with you if you like a bit of quiet time in your room for half hour before dinner! As dinner is at 7pm which is quite late for us anyway!! 6pm would have been much better and made quite a difference to us. The Xmas eve gala dinner was fabulous, but was also very late as food didn't get out until about 8.45pm by which point we were all ready for bed, the kids were already too tired and very hungry...the menu was also a bit adventurous for the children so they didn't eat much and went away still a bit hungry! It probs would have been better to have fruit salad for starters for them and then simple pasta and roast chicken dishes thereafter just for kids otherwise it seems a bit of a waste of all that beautiful food! Santa also visited the children on Xmas eve and handed them their presents (previously sneakily handed in to reception) which was very magical.  However it would have been nice for other parents to stick to normal parent Santa rules of one present per child and also presents for children only (it's very confusing when other kids are getting way more than one and also adults are getting four or five too, which is a waste of time and then the questions of why did their own parents not get anything from Santa starts happening and gets tricky to explain!) it would be helpful if reception could stipulate this in future for everybody's sanity! However these minor blips did not spoil our time as we will definitely return again. We flew to Innsbruck and had a nearly 3 hour transfer each way which was pretty seamless each way. We were lucky with the weather and the snow cannons were creating snow every night and lorries / machines continually working to ensure there was enough extra snow to ski on, which did not disappoint as there was more than enough. Shopping in livigno town was very good and moncler outlet was brilliant all staff were very helpful and spoke English! You have to try a bombardino if you visit too! Spa facilities were fabulous, only steam room missing is a salt room and my life would have been complete lol! But you can't have it all aye! Swimming pool was also lovely and always quiet even when my girls were in there. :-). Can't recommend this place enough! We were also lucky enough to be there while they were filming and taking photos and were given usb's to take home for us to watch at our leisure which tells the lac salin story beautifully including all of the extra activities the hotel put on over Xmas. We were half board so breakfast and dinner were included every day. Apart from any drinks at dinner. There are a few local supermarkets a couple of mins walk away for water and snacks etc. The town is about a 20-30 min walk but the buses are always free to use and frequent so was never a problem actually preferred being a bit away from the town as less busy. The hotel had built an ice bar and snow lounge outside which was really cool too!"
Oct 2016,50,Amazing customer service,"If only all hotels had customer service like this. The hotel staff went out of their way to make our stay as comfortable and relaxing as possible. The food was incredible, the views of the valley is stunning and the location in this small town is fairly easy to reach most places. Stay here, you cannot go wrong."
Oct 2016,50,Very relaxing weekend in a nice atmosphere ,"We did visit the hotel for a long weekend. The staff is very friendly and helpful, the room was clean and well equipped. The hotel offers also a charging infrastructure for a Tesla which is quite nice.The breakfast is very good with a large selection on local food. We did also had dinner in the hotel which is good with a large wine selection for a very decent price. The hotel is a bit outside the main area but within 5-10 minutes walk this is not an issue.We will certainly return next time we are in Livigno."
Sep 2016,40,Thomas O'Leary,"4th returning. Absolutely brilliant customer service from arrival to departure. Excellent food, weather and amazing walks and activities. Food was world class.... as usual. Put Livigno on your bucket list and ""just go there"" you will NOT regret it!"
Sep 2016,50,Livigno 2016,"Lac Salin always very very good. You can't go wrong in a special Hotel like this. From there you can easily reach the top of the mountains and the city centre as well.  (full of good shops). The Staff always ready to help you for every kind of need, very professional and very polite. The SPA well organised , this year I met a SRI  LANKA masseur very good and skillful. Restaurants with good local food, but you can also have fish. Wine cellar at the Top. The right place to send your best friends. MaxBugatti."
Aug 2016,50,Mountain spa,"The Mandira Spa is a spacial yet intimate place entirely confined within the hotel grounds, well equipped and designed to offer an ultimate relaxation. You can choose between sauna or steam bath, whirlpool or jacuzzi, and lots of holistic treatments like oriental massages and regenerative practices that you can enjoy on your own or with your partner."
Jul 2016,40,Great base for mountain bike trips,"We have been to Lac Salin several times, first time more than 10 years ago, still a nice place with great service and good spa, but this last time we noticed that it might need a renovation soon to keep up with the trend. The spa is well run also with beauty services on a very good level."
Jul 2016,50,Cartrip,"Very nice place with exellent food and service. Looking forward to our next visit. Such a nice mountaintown to walk around in, before getting back to this beautiful hotel. Everything as expepted. 1class charging facilities for Tesla as well."
Apr 2016,40,A High Quality Hotel in a Great Location,"We booked this hotel as part of a NEILSON skiing holiday. It is in a fantastic location right at the side of the nursery slopes and 50 m from where the kids ski schools meet in the morning. Our room was of a high standard with quality fixtures and fittings, our own bathrobes and slippers ( even a smaller one for our 8 year old which he was delighted about). We had a view of the town and the Mottolino ski area from our balcony. My only concern was that it was sold to us by NEILSON as a deluxe family room which had a separate living room area for the 17 and 8 yr old on sofa beds ( as shown even now on the website). Unfortunately when we got there we found that the room we believed we had booked was classed as a premier room which hadn't been an option on Neilson and we were in a much smaller room so we were crammed into a basic sized  room with a sofa bed, not very comfortable for a week and definitely not enough cupboard space for all of our kit. Despite this the high standards of our hotel allowed us to relax quickly especially with a glass of wine on the terrace watching the beginners and children. The food in the restaurant was of a very high standard so much so that for a couple of nights we ate in town so that the kids could ir preferred food! Our waitress, Erica was lovely and couldn't do enough for us. The spa was very good and the sports massage I had to have after a few days hard skiing was just the job. The bar was not very busy but very comfortable. The staff were excellent especially Allesso and Marco. The entertainment wasn't brilliant but as their were not many in it didn't really matter. the skiing was excellent though we were lucky with the weather, there are two ski areas, the Mottolino area and the Carosello which was at the back of the hotel but are mainly reds with a few blacks but they are easy reds compared to French ones! The food and drink were very decently priced for mountain restaurants as was the town itself which was tax free. It was a long transfer to the resort from Innsbruck but well worth it."
Mar 2016,40,Best Hotel in Town,"Everything in one place. Ski lifts at your door. Friendly staff, great rooms, cool apres ski on the patio. Highly recomend this charming hotel, not too small not too big. Easy walk into the village.must go."
Mar 2016,50,Excellent Hotel,Hotel Is located Via saroch near to carosello.very luxury hotel.rooms are very beautiful.Livigno is very famouse for sking at the winter season.summer very good for mountain climbing.january so cold to me.but resturants/room facilities/Cleaning are at very high standerd.i love livigno also hotel lac salin
